,Internet,Email,Blog,WebBanner,Promotional,SmartPhone,Sales
1279,81.19999999999997,5.39,16.863,52.2,3.4650000000000003,1.6170000000000002,7.699999999999998
1280,53.48,18.69,16.279,34.38,12.015,1.5610000000000002,8.26
1281,167.86,2.87,26.937,107.91,1.845,2.583,8.61
1282,52.71,14.21,23.725,33.885,9.135,2.2750000000000004,7.91
1283,47.88,31.15,25.988000000000003,30.780000000000005,20.025,2.4920000000000004,9.52
1284,149.45,30.1,24.674,96.075,19.35,2.366,15.189999999999998
1285,135.23999999999998,12.88,47.961000000000006,86.94,8.28,4.599,10.64
1286,53.41,19.25,11.68,34.335,12.375,1.12,8.399999999999999
1287,77.49,28.42,46.136,49.81500000000001,18.27,4.4239999999999995,11.2
1288,61.81,17.849999999999994,53.582,39.735,11.475,5.138000000000001,9.03
1289,76.86,33.459999999999994,37.522,49.41,21.51,3.5980000000000003,11.69
1290,94.01,3.43,6.7890000000000015,60.43500000000001,2.205,0.6510000000000001,7.839999999999999
1291,20.02,1.0499999999999998,24.09,12.87,0.675,2.31,5.1099999999999985
1292,152.39,23.45,43.07,97.965,15.075,4.130000000000001,13.579999999999998
1293,175.63,25.55,52.779,112.905,16.425,5.061,15.54
1294,75.17999999999998,9.8,7.957000000000001,48.33000000000001,6.3,0.7630000000000001,8.049999999999999
1295,114.31,22.12,38.617,73.48500000000001,14.22,3.703,11.829999999999998
1296,138.32,2.45,4.3069999999999995,88.92,1.575,0.4130000000000001,8.19
1297,129.43,14.7,16.06,83.205,9.45,1.54,10.85
1298,202.79,29.61,37.376,130.365,19.035,3.5840000000000005,17.779999999999994
1299,94.64,29.19,33.507,60.84,18.765,3.213,12.04
1300,155.68,3.01,36.354,100.08,1.935,3.486,8.19
1301,207.48,25.41,57.4145,133.38,16.335,5.5055000000000005,16.66
1302,196.14,7.0699999999999985,15.621999999999998,126.09,4.545,1.4980000000000002,10.36
1303,131.53,12.04,13.066999999999998,84.555,7.74,1.253,10.29
1304,166.73999999999995,24.01,3.869,107.19,15.435,0.371,14.489999999999998
1305,96.53,32.48,43.07,62.05500000000001,20.88,4.130000000000001,13.44
1306,17.5,7.699999999999998,21.681,11.25,4.95,2.079,5.04
1307,63.28,0.21,16.936,40.68000000000001,0.135,1.624,6.089999999999999
1308,9.17,0.28,18.688,5.895,0.18000000000000002,1.7920000000000005,3.71
1309,178.78,18.83,4.015,114.93,12.105,0.385,13.86
1310,158.06,5.739999999999998,41.245,101.61,3.69,3.955000000000001,9.38
1311,169.18999999999997,26.6,16.936,108.765,17.1,1.624,15.26
1312,122.98999999999998,10.78,1.7519999999999998,79.065,6.9300000000000015,0.168,9.87
1313,146.72,14.42,7.810999999999999,94.32,9.27,0.7490000000000001,11.13
1314,54.74,32.76,25.185,35.19000000000001,21.06,2.415,10.22
1315,52.56999999999999,24.5,38.471,33.795,15.75,3.689000000000001,8.819999999999997
1316,97.43999999999998,10.01,18.688,62.63999999999999,6.4350000000000005,1.7920000000000005,8.54
1317,53.48,0.5599999999999999,10.804,34.38,0.36000000000000004,1.0360000000000005,6.58
1318,87.99,25.83,57.816,56.56500000000001,16.605,5.5440000000000005,11.13
1319,13.579999999999998,11.2,16.279,8.73,7.2,1.5610000000000002,4.619999999999999
1320,98.91,18.76,33.726,63.58500000000001,12.06,3.2340000000000004,10.85
1321,13.16,15.189999999999998,36.792,8.46,9.765,3.528,4.9
1322,156.79999999999995,1.68,11.388,100.8,1.08,1.092,8.12
1323,86.16999999999999,24.22,9.052,55.395,15.57,0.8680000000000001,10.64
1324,160.64999999999995,22.61,54.166,103.275,14.534999999999998,5.194000000000001,13.79
1325,61.04,8.26,18.907,39.24,5.3100000000000005,1.813,7.419999999999999
1326,5.46,27.23,36.938,3.51,17.505,3.5420000000000003,4.619999999999999
1327,56.14,0.0,6.715999999999998,36.09,0.0,0.644,6.16
1328,154.21,34.3,2.336,99.135,22.05,0.22400000000000006,17.29
1329,41.72,8.399999999999999,31.463,26.82,5.4,3.0170000000000003,6.789999999999999
1330,0.49,27.72,6.350999999999999,0.315,17.82,0.609,1.12
1331,185.64,2.03,31.39,119.34,1.305,3.01,8.889999999999997
1332,5.88,19.04,1.5330000000000001,3.78,12.24,0.14700000000000002,3.99
1333,153.86,23.45,32.923,98.91,15.075,3.1570000000000005,13.72
1334,25.83,27.02,47.888000000000005,16.605,17.37,4.592,7.56
1335,33.809999999999995,32.9,6.205,21.735,21.15,0.5950000000000001,8.12
1336,17.919999999999995,27.3,6.7890000000000015,11.52,17.55,0.6510000000000001,6.65
1337,191.59,20.23,43.581,123.165,13.005,4.178999999999999,14.56
1338,30.1,18.13,14.965,19.35,11.655,1.435,6.72
1339,129.43,30.73,1.241,83.205,19.755,0.119,14.489999999999998
1340,51.38,11.9,9.417,33.03,7.65,0.903,7.63
1341,135.58999999999997,24.78,55.188,87.16499999999998,15.93,5.292000000000001,13.44
1342,154.35,23.24,27.667,99.225,14.94,2.653,14.07
1343,73.21999999999998,3.99,25.112,47.07,2.565,2.408,7.2799999999999985
1344,67.34,10.36,28.397,43.29,6.66,2.7230000000000003,7.979999999999999
1345,98.21,1.3299999999999998,6.57,63.13500000000001,0.855,0.6300000000000001,7.21
1346,168.07,5.1099999999999985,6.350999999999999,108.045,3.285,0.609,9.239999999999998
1347,170.23999999999995,34.3,32.339,109.44,22.05,3.1010000000000004,17.779999999999994
1348,26.6,28.21,8.687000000000001,17.1,18.135,0.8330000000000001,7.63
1349,31.29,18.06,15.038,20.115,11.61,1.4420000000000002,7.0699999999999985
1350,196.49,9.73,27.01,126.315,6.255,2.5900000000000003,11.27
1351,84.69999999999997,5.88,35.551,54.45,3.78,3.4090000000000007,8.12
1352,138.32,16.31,10.366,88.92,10.485,0.9940000000000001,11.62
1353,119.91,27.79,27.521,77.08500000000002,17.865000000000006,2.639,13.3
1354,131.46,14.77,6.935,84.51,9.495,0.665,10.92
1355,2.87,8.12,4.1610000000000005,1.845,5.22,0.3990000000000001,2.24
1356,65.73,30.45,36.865,42.255,19.575,3.535,10.71
1357,104.86,0.91,17.739,67.41000000000001,0.5850000000000001,1.7010000000000003,7.0699999999999985
1358,8.19,25.83,32.996,5.265,16.605,3.1640000000000006,5.1099999999999985
1359,92.18999999999998,12.88,25.258000000000003,59.26499999999999,8.28,2.4219999999999997,9.03
1360,120.75,12.67,22.411,77.625,8.145000000000001,2.149,10.08
1361,59.99,25.059999999999995,35.989000000000004,38.56500000000001,16.11,3.451,9.31
1362,131.88,12.67,18.688,84.78,8.145000000000001,1.7920000000000005,10.43
1363,114.45,25.76,5.402,73.575,16.56,0.5180000000000001,12.6
1364,82.03999999999998,10.29,3.9419999999999997,52.74,6.615,0.3780000000000001,8.33
1366,12.529999999999998,26.32,15.767999999999999,8.055,16.92,1.5120000000000002,5.6
1367,144.76,3.64,14.162,93.06,2.3400000000000003,1.358,8.54
1368,150.78,16.52,42.048,96.93,10.62,4.032000000000001,11.97
1369,199.01,7.419999999999999,4.672,127.935,4.77,0.4480000000000001,10.5
1370,35.0,8.12,13.432,22.5,5.22,1.288,5.88
1371,115.15,14.629999999999995,34.602,74.025,9.405,3.318,10.15
1372,13.72,14.07,12.41,8.82,9.045000000000002,1.1900000000000002,5.3199999999999985
1373,117.88,4.97,9.344,75.78,3.195,0.8960000000000001,8.19
1374,155.68,2.38,9.563,100.08,1.53,0.917,8.049999999999999
1375,193.83,34.23,30.514,124.605,22.005,2.926,18.9
1376,173.88,21.14,14.819,111.78,13.59,1.4210000000000005,14.14
1377,119.14,5.46,25.695999999999998,76.59,3.51,2.4640000000000004,8.19
1378,193.69,1.61,17.301,124.515,1.035,1.659,8.26
1379,115.92,7.0,12.847999999999999,74.52,4.5,1.2320000000000002,8.819999999999997
1380,109.62,1.82,6.059,70.47,1.1700000000000002,0.5810000000000001,7.35
1381,152.95,3.78,20.002,98.325,2.43,1.918,8.54
1382,39.34,3.99,21.681,25.290000000000006,2.565,2.079,6.089999999999999
1383,201.32,30.1,52.414,129.42000000000002,19.35,5.026000000000002,18.34
1384,177.66,14.91,21.9,114.21,9.585,2.1,12.32
1385,143.5,31.57,14.308,92.25,20.295,1.3720000000000003,15.82
1386,97.65,1.47,19.418,62.775,0.945,1.8620000000000003,7.21
1387,133.76999999999998,20.09,13.286,85.995,12.915,1.274,12.11
1388,200.2,9.73,2.701,128.70000000000002,6.255,0.2590000000000001,11.13
1389,13.089999999999998,8.469999999999999,17.081999999999994,8.415,5.445,1.638,4.69
1390,27.65,28.77,4.234,17.775000000000006,18.495,0.406,7.56
1391,52.85,7.56,4.38,33.975,4.86,0.42,6.93
1392,12.04,2.87,23.068,7.74,1.845,2.2119999999999997,4.13
1393,116.76,29.4,2.628,75.06,18.9,0.2520000000000001,13.72
1394,104.79,24.92,4.38,67.365,16.02,0.42,12.11
1395,26.74,2.59,10.074,17.19,1.665,0.9660000000000002,5.3199999999999985
1396,65.94,3.43,5.9129999999999985,42.39,2.205,0.5670000000000001,6.789999999999999
1397,123.9,6.51,4.672,79.65,4.1850000000000005,0.4480000000000001,8.959999999999997
1398,198.52,29.4,48.326,127.62000000000002,18.9,4.6339999999999995,17.849999999999994
1399,162.47,6.02,6.350999999999999,104.445,3.87,0.609,9.38
1400,184.08,30.24,55.36000000000001,80.535,13.23,54.668000000000006,17.680000000000003
1401,35.6,31.44,36.08000000000001,15.575,13.755,35.62900000000001,8.32
1402,13.76,36.72,55.44,6.02,16.064999999999998,54.747,7.440000000000001
1403,121.2,33.04,46.8,53.025,14.454999999999998,46.215,14.8
1404,144.64,8.64,46.72,63.28,3.78,46.136,10.32
1406,46.0,26.24,18.8,20.125,11.48,18.565,9.44
1407,96.16,15.68,9.28,42.07,6.86,9.164,10.56
1408,6.88,1.6800000000000002,0.8,3.01,0.735,0.79,3.84
1409,159.84000000000003,2.08,16.96,69.92999999999999,0.91,16.748,8.48
1410,52.88,4.64,19.36,23.135,2.03,19.118,6.88
1411,171.76,19.200000000000006,3.2,75.145,8.399999999999999,3.16,13.92
1412,19.040000000000006,28.08,52.72000000000001,8.33,12.285,52.06100000000001,7.3599999999999985
1413,78.0,6.08,5.760000000000002,34.125,2.66,5.6880000000000015,7.76
1414,163.28,26.32,36.8,71.43499999999997,11.515,36.34,15.2
1416,54.24,29.28,25.956000000000003,23.73,12.81,25.63155,10.0
1417,225.12,31.680000000000003,44.64,98.48999999999998,13.86,44.082,19.52
1418,55.36000000000001,16.400000000000002,14.64,24.22,7.175,14.457,9.04
1419,117.84000000000002,19.12,15.28,51.555,8.364999999999998,15.089000000000002,11.68
1420,174.72000000000003,22.16,42.72,76.44,9.695,42.18600000000001,14.4
1421,189.92,4.08,18.8,83.09,1.7849999999999997,18.565,10.0
1422,10.56,12.72,39.68000000000001,4.619999999999999,5.565,39.18400000000001,4.48
1423,182.64,13.52,20.96,79.905,5.914999999999999,20.698,12.4
1424,49.84,10.08,14.64,21.805,4.409999999999998,14.457,7.76
1425,210.32,2.8000000000000003,15.6,92.015,1.225,15.405,9.6
1426,114.32,23.44,10.08,50.015,10.255,9.954,12.0
1427,192.08,13.36,18.32,84.035,5.845,18.090999999999998,12.72
1428,199.04,21.680000000000003,18.32,87.08,9.485,18.090999999999998,15.12
1429,56.48,12.8,32.64,24.71,5.6,32.232,8.4
1430,234.32,22.64,34.56,102.515,9.905,34.12800000000001,17.12
1431,90.32,13.92,30.880000000000006,39.515,6.089999999999999,30.494000000000003,9.52
1432,77.76,1.2000000000000002,24.0,34.02,0.5249999999999999,23.700000000000006,7.68
1433,212.48,16.0,0.24,92.96,7.0,0.237,13.92
1434,76.56,1.12,5.920000000000001,33.495,0.49,5.846000000000001,7.6
1435,232.56,3.28,6.800000000000002,101.745,1.4349999999999998,6.715,10.240000000000002
1438,34.480000000000004,21.36,28.08,15.085,9.345,27.729000000000006,8.08
1439,182.4,30.160000000000004,25.6,79.8,13.195,25.28,17.2
1440,162.0,17.84,25.28,70.875,7.805,24.964,13.28
1441,141.6,26.72,30.960000000000004,61.95,11.69,30.573000000000004,13.68
1442,234.88,22.16,1.4400000000000002,102.76,9.695,1.4220000000000002,16.56
1443,165.52,6.7200000000000015,21.12,72.41499999999998,2.94,20.856,10.32
1444,20.08,20.56,34.64,8.785,8.995,34.207,6.800000000000002
1445,140.08,18.0,25.200000000000006,61.285,7.874999999999999,24.885,11.920000000000002
1446,71.76,7.920000000000001,28.56,31.395,3.465,28.203000000000007,8.48
1447,191.92,33.2,14.8,83.965,14.525,14.615,18.56
1448,181.76,12.64,39.92,79.52,5.53,39.421,11.840000000000002
1449,53.52000000000001,9.36,29.44,23.415,4.095,29.072,7.76
1450,159.84000000000003,2.4800000000000004,27.680000000000003,69.92999999999999,1.085,27.334000000000003,9.12
1451,80.32000000000002,7.68,2.8800000000000003,35.14,3.36,2.8440000000000003,8.56
1452,173.12,33.36000000000001,31.680000000000003,75.74,14.595,31.284,18.08
1453,146.08,36.96,46.96000000000001,63.91,16.17,46.37300000000001,16.96
1454,210.16,23.040000000000006,12.72,91.945,10.08,12.561000000000002,16.16
1456,5.84,22.480000000000004,33.12,2.555,9.835,32.705999999999996,4.4
1457,108.96,15.36,13.28,47.67,6.72,13.114000000000004,10.56
1459,168.56,23.6,7.440000000000001,73.74499999999998,10.325,7.347000000000001,14.72
1460,42.8,1.6,17.12,18.725,0.7,16.906,6.48
1461,209.04,34.160000000000004,43.76000000000001,91.455,14.945,43.213,19.36
1462,191.44000000000003,12.4,21.840000000000003,83.755,5.425,21.566999999999997,12.56
1463,82.16000000000003,23.680000000000003,6.7200000000000015,35.945,10.36,6.636000000000001,11.2
1464,104.88,34.24,23.12,45.885,14.98,22.831,14.4
1465,55.2,7.440000000000001,0.7200000000000001,24.15,3.255,0.7110000000000001,7.440000000000001
1466,25.200000000000006,19.680000000000003,1.7600000000000002,11.025,8.61,1.7380000000000002,7.6
1467,111.44,11.6,8.16,48.755,5.074999999999998,8.058,10.72
1468,189.92,22.0,8.8,83.09,9.625,8.690000000000001,15.12
1469,173.44000000000003,35.12,21.76,75.88,15.364999999999998,21.488000000000003,17.84
1470,159.28,24.480000000000004,30.960000000000004,69.68499999999999,10.71,30.573000000000004,14.64
1471,87.84,11.44,25.36,38.43,5.005,25.043000000000003,9.920000000000002
1472,21.44,26.4,15.44,9.38,11.55,15.247000000000002,7.040000000000001
1473,103.52,4.5600000000000005,25.040000000000006,45.29,1.995,24.726999999999997,8.8
1474,170.72000000000003,19.680000000000003,10.48,74.69,8.61,10.349,13.6
1476,22.0,1.2800000000000002,16.56,9.625,0.5599999999999999,16.352999999999998,5.5200000000000005
1477,96.4,22.8,11.36,42.175,9.975,11.218,11.36
1478,4.32,23.92,7.52,1.89,10.464999999999998,7.426000000000001,4.24
1479,92.8,6.16,18.48,40.6,2.695,18.249,8.8
1480,61.12000000000001,21.36,17.84,26.74,9.345,17.617,9.44
1481,191.84000000000003,3.28,29.52,83.92999999999998,1.4349999999999998,29.151,9.840000000000002
1482,60.24,16.240000000000002,26.0,26.355,7.105,25.675,9.04
1483,54.72000000000001,35.6,28.480000000000004,23.94,15.575,28.124,10.88
1484,170.8,34.4,27.04,74.725,15.05,26.702,17.36
1485,154.56,14.72,52.56,67.61999999999999,6.44,51.90300000000001,12.16
1486,61.04,22.0,12.8,26.705,9.625,12.64,9.6
1487,88.56,32.480000000000004,50.56,38.745,14.21,49.928,12.8
1490,107.44,3.92,7.440000000000001,47.005,1.715,7.347000000000001,8.959999999999997
1491,22.880000000000006,1.2000000000000002,26.4,10.01,0.5249999999999999,26.07,5.84
1492,174.16,26.8,47.2,76.195,11.725,46.61,15.52
1494,85.92000000000002,11.2,8.72,37.59,4.9,8.611,9.2
1495,130.64,25.28,42.32,57.155,11.06,41.791,13.52
1496,158.08,2.8000000000000003,4.7200000000000015,69.16,1.225,4.6610000000000005,9.36
1497,147.92000000000004,16.8,17.6,64.715,7.35,17.380000000000006,12.4
1499,108.16,33.36000000000001,36.72,47.31999999999999,14.595,36.260999999999996,13.76
1500,177.92000000000004,3.44,39.84,77.84,1.505,39.342,9.36
1502,224.16,8.08,17.12,98.07,3.535,16.906,11.840000000000002
1503,150.32000000000005,13.76,14.32,65.765,6.02,14.140999999999998,11.76
1504,190.56,27.44,4.24,83.36999999999998,12.005,4.187,16.56
1505,110.32,37.12,47.2,48.265,16.24,46.61,15.36
1506,20.0,8.8,23.76,8.75,3.85,23.463,5.760000000000002
1507,72.32000000000002,0.24,18.56,31.64,0.105,18.328,6.96
1508,10.48,0.3200000000000001,20.480000000000004,4.585,0.14,20.224000000000004,4.24
1509,204.32,21.52,4.4,89.39,9.415,4.3450000000000015,15.840000000000002
1510,180.64,6.56,45.2,79.03,2.87,44.63500000000001,10.72
1511,193.36,30.4,18.56,84.59499999999998,13.3,18.328,17.44
1512,140.56,12.32,1.92,61.49499999999999,5.39,1.896,11.28
1513,167.68,16.48,8.56,73.36,7.21,8.453,12.72
1514,62.56,37.44,27.6,27.37,16.38,27.255000000000006,11.68
1515,60.08,28.0,42.16,26.285,12.25,41.633,10.08
1516,111.36,11.44,20.480000000000004,48.71999999999999,5.005,20.224000000000004,9.76
1517,61.12000000000001,0.6400000000000001,11.840000000000002,26.74,0.28,11.692000000000002,7.52
1519,15.52,12.8,17.84,6.789999999999999,5.6,17.617,5.28
1520,113.04000000000002,21.44,36.96,49.455,9.38,36.49800000000001,12.4
1521,15.04,17.36,40.32,6.58,7.594999999999999,39.816,5.6000000000000005
1522,179.20000000000005,1.92,12.48,78.39999999999998,0.84,12.324000000000002,9.28
1523,98.48,27.680000000000003,9.920000000000002,43.085,12.11,9.796,12.16
1525,69.76,9.44,20.72,30.52,4.13,20.461,8.48
1526,6.24,31.12,40.48,2.73,13.614999999999998,39.974,5.28
1527,64.16000000000001,0.0,7.3599999999999985,28.07,0.0,7.268,7.040000000000001
1529,47.68000000000001,9.6,34.480000000000004,20.86,4.199999999999998,34.049,7.76
1530,0.5599999999999999,31.680000000000003,6.96,0.245,13.86,6.872999999999998,1.2800000000000002
1531,212.16,2.32,34.4,92.82,1.015,33.97,10.16
1532,6.7200000000000015,21.76,1.6800000000000002,2.94,9.52,1.6590000000000005,4.5600000000000005
1533,175.84000000000003,26.8,36.08000000000001,76.92999999999998,11.725,35.62900000000001,15.68
1534,29.52,30.880000000000006,52.48,12.915,13.51,51.824,8.64
1535,38.64,37.6,6.800000000000002,16.904999999999998,16.45,6.715,9.28
1536,20.480000000000004,31.200000000000006,7.440000000000001,8.959999999999997,13.65,7.347000000000001,7.6
1537,218.96,23.12,47.76000000000001,95.795,10.114999999999998,47.163,16.64
1538,34.4,20.72,16.400000000000002,15.05,9.065,16.195,7.68
1539,147.92000000000004,35.12,1.36,64.715,15.364999999999998,1.3430000000000002,16.56
1540,58.72000000000001,13.6,10.32,25.69,5.949999999999998,10.191,8.72
1542,176.4,26.56,30.32,77.175,11.62,29.941,16.080000000000002
1543,83.68,4.5600000000000005,27.52,36.60999999999999,1.995,27.176,8.32
1544,76.96000000000002,11.840000000000002,31.12,33.67,5.18,30.730999999999998,9.12
1545,112.24,1.52,7.2,49.105,0.6649999999999999,7.11,8.24
1546,192.08,5.84,6.96,84.035,2.555,6.872999999999998,10.56
1548,30.4,32.24,9.52,13.3,14.105,9.401000000000002,8.72
1549,35.76000000000001,20.64,16.48,15.645,9.03,16.274,8.08
1550,224.56,11.12,29.6,98.245,4.865,29.23,12.880000000000004
1551,96.8,6.7200000000000015,38.96000000000001,42.35,2.94,38.473000000000006,9.28
1552,158.08,18.64,11.36,69.16,8.155,11.218,13.28
1553,137.04000000000002,31.760000000000005,30.160000000000004,59.955,13.895,29.783000000000005,15.2
1554,150.24,16.880000000000006,7.6,65.73,7.385,7.505000000000001,12.48
1555,3.28,9.28,4.5600000000000005,1.4349999999999998,4.06,4.503,2.5600000000000005
1556,75.12,34.800000000000004,40.40000000000001,32.865,15.225,39.895,12.240000000000002
1557,119.84000000000002,1.04,19.44,52.43,0.455,19.197000000000006,8.08
1558,9.36,29.52,36.16,4.095,12.915,35.70800000000001,5.84
1559,105.36,14.72,27.680000000000003,46.09499999999999,6.44,27.334000000000003,10.32
1560,138.0,14.480000000000002,24.56,60.37499999999999,6.335,24.253,11.52
1561,68.56,28.64,39.44,29.995,12.529999999999998,38.946999999999996,10.64
1562,150.72,14.480000000000002,20.480000000000004,65.94,6.335,20.224000000000004,11.920000000000002
1563,130.8,29.44,5.920000000000001,57.225,12.88,5.846000000000001,14.4
1564,93.76,11.76,4.32,41.02,5.145,4.266000000000001,9.52
1566,14.32,30.08,17.28,6.264999999999999,13.16,17.064000000000004,6.4
1567,165.44000000000003,4.16,15.52,72.38,1.82,15.326,9.76
1568,172.32000000000005,18.880000000000006,46.08000000000001,75.39,8.26,45.50400000000001,13.68
1569,227.44000000000003,8.48,5.120000000000001,99.505,3.71,5.056000000000001,12.0
1570,40.0,9.28,14.72,17.5,4.06,14.536,6.7200000000000015
1571,131.6,16.72,37.92,57.575,7.314999999999999,37.446,11.6
1572,15.68,16.080000000000002,13.6,6.86,7.035,13.43,6.08
1573,134.72,5.68,10.240000000000002,58.94,2.485,10.112000000000002,9.36
1574,177.92000000000004,2.72,10.48,77.84,1.19,10.349,9.2
1576,198.72000000000003,24.16,16.240000000000002,86.94,10.57,16.037000000000006,16.16
1577,136.16,6.24,28.160000000000004,59.56999999999999,2.73,27.808000000000003,9.36
1578,221.36,1.84,18.96,96.84499999999998,0.8049999999999999,18.723,9.44
1579,132.48,8.0,14.080000000000002,57.96,3.5,13.904000000000002,10.08
1580,125.28,2.08,6.6400000000000015,54.81,0.91,6.557000000000001,8.4
1581,174.8,4.32,21.92,76.475,1.89,21.646,9.76
1582,44.96000000000001,4.5600000000000005,23.76,19.67,1.995,23.463,6.96
1584,203.04,17.040000000000006,24.0,88.83,7.455,23.700000000000006,14.080000000000002
1585,164.0,36.08000000000001,15.68,71.75,15.785,15.484000000000002,18.08
1586,111.6,1.6800000000000002,21.28,48.825,0.735,21.014000000000006,8.24
1587,152.88,22.96,14.56,66.88499999999999,10.045,14.378,13.840000000000002
1588,228.8,11.12,2.9600000000000004,100.1,4.865,2.9230000000000005,12.72
1589,14.96,9.68,18.72,6.544999999999999,4.2349999999999985,18.486,5.36
1590,31.6,32.88,4.64,13.825,14.385,4.582,8.64
1591,60.40000000000001,8.64,4.800000000000002,26.425,3.78,4.74,7.920000000000001
1592,13.76,3.28,25.28,6.02,1.4349999999999998,24.964,4.7200000000000015
1593,133.44000000000003,33.6,2.8800000000000003,58.38,14.7,2.8440000000000003,15.68
1594,119.76,28.480000000000004,4.800000000000002,52.395,12.46,4.74,13.840000000000002
1595,30.56,2.9600000000000004,11.04,13.37,1.295,10.902,6.08
1596,75.36,3.92,6.48,32.97,1.715,6.399,7.76
1597,141.6,7.440000000000001,5.120000000000001,61.95,3.255,5.056000000000001,10.240000000000002
1599,185.68,6.88,6.96,81.235,3.01,6.872999999999998,10.72
1601,40.05,35.37,40.59,11.125,9.825,36.53100000000001,9.36
1603,136.35,37.17,52.65,37.875,10.325,47.38500000000001,16.650000000000002
1604,162.72000000000003,9.72,52.56,45.2,2.7,47.303999999999995,11.61
1606,51.75,29.52,21.15,14.375,8.2,19.035,10.62
1607,108.18,17.64,10.44,30.05,4.9,9.396,11.88
1608,7.74,1.89,0.9,2.15,0.525,0.81,4.32
1609,179.82000000000005,2.3400000000000003,19.08,49.95,0.65,17.172,9.54
1610,59.49,5.22,21.78,16.525,1.45,19.602,7.74
1611,193.23,21.6,3.6,53.675,6.0,3.24,15.659999999999998
1613,87.75,6.84,6.48,24.375,1.9,5.832000000000002,8.73
1614,183.69,29.61,41.4,51.025,8.225,37.26000000000001,17.1
1616,61.02,32.940000000000005,29.2005,16.95,9.15,26.28045,11.25
1618,62.28,18.45,16.470000000000002,17.3,5.125,14.823000000000002,10.170000000000002
1619,132.57000000000002,21.51,17.19,36.825,5.975,15.471000000000002,13.14
1620,196.56,24.93,48.06,54.6,6.925,43.25400000000001,16.2
1621,213.66,4.59,21.15,59.35,1.275,19.035,11.25
1622,11.88,14.31,44.64,3.3,3.975,40.176,5.04
1623,205.47000000000003,15.21,23.58,57.075,4.225,21.221999999999998,13.95
1624,56.07,11.34,16.470000000000002,15.575,3.15,14.823000000000002,8.73
1625,236.61,3.15,17.55,65.725,0.875,15.795000000000002,10.8
1626,128.61,26.37,11.34,35.725,7.325,10.206,13.5
1627,216.09,15.03,20.61,60.025,4.175,18.549,14.31
1628,223.92,24.39,20.61,62.2,6.775,18.549,17.009999999999998
1629,63.54,14.4,36.72,17.65,4.0,33.048,9.45
1631,101.61,15.659999999999998,34.74,28.225,4.35,31.266,10.71
1632,87.48,1.35,27.0,24.3,0.375,24.3,8.64
1633,239.04,18.0,0.27,66.4,5.0,0.243,15.659999999999998
1634,86.13000000000002,1.26,6.66,23.925,0.35,5.9940000000000015,8.55
1638,38.79,24.03,31.590000000000003,10.775,6.675,28.431000000000004,9.09
1639,205.2,33.93000000000001,28.8,57.0,9.425,25.92,19.35
1640,182.25,20.07,28.44,50.625,5.575,25.596000000000004,14.94
1641,159.3,30.06,34.830000000000005,44.25,8.35,31.347000000000005,15.390000000000002
1643,186.21,7.56,23.76,51.725,2.1,21.384,11.61
1644,22.590000000000003,23.13,38.97,6.275,6.425,35.073,7.65
1645,157.59,20.25,28.35,43.775,5.625,25.515,13.41
1646,80.73,8.91,32.13,22.425,2.475,28.917000000000005,9.54
1648,204.48,14.22,44.91,56.8,3.95,40.419,13.32
1649,60.21000000000001,10.53,33.12,16.725,2.925,29.808000000000003,8.73
1650,179.82000000000005,2.79,31.14,49.95,0.775,28.026000000000003,10.26
1651,90.36,8.64,3.24,25.1,2.4,2.9160000000000004,9.63
1654,236.43,25.92,14.31,65.675,7.2,12.879,18.18
1656,6.57,25.290000000000006,37.26,1.825,7.025,33.534,4.95
1657,122.58,17.28,14.94,34.05,4.8,13.446000000000002,11.88
1659,189.63,26.55,8.370000000000001,52.675,7.375,7.533000000000001,16.56
1660,48.15,1.8,19.26,13.375,0.5,17.334,7.29
1662,215.37,13.95,24.57,59.825,3.875,22.113000000000003,14.13
1663,92.43,26.64,7.56,25.675,7.4,6.804000000000001,12.6
1665,62.1,8.370000000000001,0.81,17.25,2.325,0.7290000000000001,8.370000000000001
1666,28.35,22.14,1.98,7.875,6.15,1.7820000000000005,8.55
1667,125.37000000000002,13.05,9.18,34.825,3.625,8.262,12.06
1668,213.66,24.75,9.9,59.35,6.875,8.91,17.009999999999998
1670,179.19,27.540000000000006,34.830000000000005,49.775,7.65,31.347000000000005,16.470000000000002
1671,98.82,12.87,28.53,27.45,3.575,25.677,11.16
1672,24.12,29.7,17.37,6.7,8.25,15.633,7.920000000000001
1673,116.46,5.13,28.17,32.35,1.425,25.353,9.9
1674,192.06,22.14,11.79,53.35,6.15,10.610999999999999,15.3
1676,24.75,1.4400000000000002,18.63,6.875,0.4,16.767,6.210000000000001
1677,108.45,25.65,12.78,30.125,7.125,11.502,12.78
1678,4.86,26.91,8.46,1.35,7.475,7.614000000000001,4.77
1679,104.4,6.9300000000000015,20.790000000000006,29.0,1.925,18.711,9.9
1680,68.76,24.03,20.07,19.1,6.675,18.063,10.62
1681,215.82,3.69,33.21,59.95,1.025,29.889,11.07
1682,67.77,18.27,29.25,18.825,5.075,26.325000000000006,10.170000000000002
1686,68.67,24.75,14.4,19.075,6.875,12.96,10.8
1687,99.63,36.54,56.88,27.675,10.15,51.19200000000001,14.4
1690,120.87000000000002,4.41,8.370000000000001,33.575,1.225,7.533000000000001,10.08
1691,25.74,1.35,29.7,7.15,0.375,26.73,6.57
1692,195.93,30.15,53.1,54.425,8.375,47.790000000000006,17.46
